,name,salary_from,salary_to,salary_currency,area_name,published_at
3780,Аналитик/Бизнес-аналитик,,90000.0,RUR,Екатеринбург,2022-12-26T11:10:17+0300
3781,Оператор станка с ЧПУ,50000.0,,RUR,Чебоксары,2022-12-26T11:53:31+0300
3782,Администратор информационной безопасности (СЗИ),,,,Москва,2022-12-26T11:00:28+0300
3783,Руководитель проекта,43500.0,51000.0,RUR,Кинель,2022-12-26T11:53:16+0300
3784,Начальник отдела технического обеспечения,,50000.0,RUR,Челябинск,2022-12-26T11:13:38+0300
3785,Спайщик ВОЛС,,,,Минск,2022-12-26T11:03:04+0300
3786,Консультант 1С,,,,Уфа,2022-12-26T11:54:51+0300
3787,Старший системный администратор,120000.0,,RUR,Москва,2022-12-26T11:11:21+0300
3788,Системный администратор,30000.0,,RUR,Нальчик,2022-12-26T11:00:28+0300
3789,Junior .NET Developer,,,,Москва,2022-12-26T11:41:10+0300
3790,Technical Support Specialist (Indonesian market),,,,Индонезия,2022-12-26T11:50:14+0300
3791,Механик по ремонту ПВО,200000.0,200000.0,RUR,Уфа,2022-12-26T11:03:27+0300
3792,Аналитик по работе с финансовыми данными,,,,Москва,2022-12-26T11:19:04+0300
3793,Инженер по подключениям,65000.0,85000.0,RUR,Казань,2022-12-26T11:21:05+0300
3794,Инженер по тестированию ПО,60000.0,120000.0,RUR,Москва,2022-12-26T11:37:03+0300
3795,Руководитель направления (ITSM-процессы),,,,Москва,2022-12-26T11:15:02+0300
3796,Корреспондент,54000.0,,RUR,Апатиты,2022-12-26T11:18:14+0300
3797,"Разработчик SCADA, АСУ ЭТО (Аналитик)",130000.0,,RUR,Санкт-Петербург,2022-12-26T11:42:42+0300
3798,Менеджер по авариям и проблемам,,,,Москва,2022-12-26T11:45:08+0300
3799,Механик по выпуску автотранспорта,58000.0,,RUR,Красноярск,2022-12-26T11:38:04+0300
3800,Senior System administrator,3000.0,,USD,Тбилиси,2022-12-26T11:56:34+0300
3801,Full-stack разработчик .Net,,,,Москва,2022-12-26T11:44:03+0300
3802,Руководитель направления развития сервисных ДО (Дочерних обществ),,,,Санкт-Петербург,2022-12-26T11:15:20+0300
3803,DevOps Engineer,,,,Армения,2022-12-26T11:07:39+0300
3804,Аналитик-маркетолог,,135000.0,RUR,Москва,2022-12-26T11:02:32+0300
3805,Инженер-электроник (по приводам),,,,Красноярск,2022-12-26T11:25:02+0300
3806,Оператор станков с ЧПУ (КИП Мастер),50000.0,,RUR,Набережные Челны,2022-12-26T11:05:46+0300
3807,Оператор технической поддержки,22000.0,30000.0,KGS,Бишкек,2022-12-26T11:42:28+0300
3808,Корреспондент,54000.0,,RUR,Мурманск,2022-12-26T11:17:52+0300
3809,Backend developer C#,,,,Санкт-Петербург,2022-12-26T11:00:50+0300
3810,Специалист технической поддержки,,,,Москва,2022-12-26T11:56:56+0300
3811,Специалист по гражданской обороне (работа с электронным образовательным порталом),25000.0,30000.0,RUR,Химки,2022-12-26T11:36:40+0300
3812,Руководитель IT BI проектов,,,,Санкт-Петербург,2022-12-26T11:51:48+0300
3813,Токарь-универсал,50000.0,70000.0,RUR,Красноярск,2022-12-26T11:14:48+0300
3814,Токарь ЧПУ (Оператор токарно-фрезерного станка c ЧПУ),100000.0,,RUR,Санкт-Петербург,2022-12-26T11:00:25+0300
3815,Старший QA инженер,,,,Москва,2022-12-26T11:18:38+0300
3816,Аналитик бизнес-процессов,90000.0,100000.0,RUR,Краснодар,2022-12-26T11:08:54+0300
3817,Специалист по информационной безопасности,200000.0,,RUR,Москва,2022-12-26T11:59:34+0300
3818,QA specialist,,,,Санкт-Петербург,2022-12-26T11:05:24+0300
3819,Младший аналитик 1С (бухгалтерский и налоговый учет),,,,Санкт-Петербург,2022-12-26T11:33:14+0300
3820,Оператор станков с ЧПУ,50200.0,,RUR,Санкт-Петербург,2022-12-26T11:07:38+0300
3821,Специалист по автоматизации учета и управления (1С),60000.0,,RUR,Ярославль,2022-12-26T11:20:33+0300
3822,Системный администратор,105000.0,,RUR,Москва,2022-12-26T11:10:31+0300
3823,Технический руководитель проектов (внедрение),,,,Москва,2022-12-26T11:15:30+0300
3824,Системный аналитик,,,,Уфа,2022-12-26T11:52:47+0300
3825,Junior Project Manager в веб-студию,30000.0,80000.0,RUR,Москва,2022-12-26T11:39:22+0300
3826,Инженер по защите информации,40000.0,,RUR,Краснодар,2022-12-26T11:08:03+0300
3827,Ведущий системный администратор,80000.0,120000.0,RUR,Новосибирск,2022-12-26T11:40:20+0300
3828,Ведущий разработчик (C# + MS SQL),,,,Санкт-Петербург,2022-12-26T11:16:02+0300
3829,Системный администратор Linux,,,,Москва,2022-12-26T11:20:10+0300
3830,Инженер-наладчик КИПиА,,,,Москва,2022-12-26T11:32:08+0300
3831,Аналитик данных,,,,Санкт-Петербург,2022-12-26T11:51:19+0300
3832,Инженер ТСО,,,,Волгоград,2022-12-26T11:19:55+0300
3833,Механик по ремонту оборудования,,,,Ульяновск,2022-12-26T11:10:23+0300
3834,"IT-аналитик (удаленно, с территории РФ)",170000.0,200000.0,RUR,Москва,2022-12-26T11:11:44+0300
3835,Программист 1С,,120000.0,RUR,Томск,2022-12-26T11:48:13+0300
3836,Дизайнер-архитектор,140000.0,185000.0,RUR,Москва,2022-12-26T11:44:16+0300
3837,Инженер по тестированию (python),,,,Санкт-Петербург,2022-12-26T11:50:50+0300
3838,Аналитик ЦФТ по направлению Кредиты,,,,Санкт-Петербург,2022-12-26T11:26:17+0300
3839,Администратор АС (инженер по сопровождению ПО),,,,Екатеринбург,2022-12-26T11:11:39+0300
3840,Станочник широкого профиля 5-6 разряда,80000.0,110000.0,RUR,Красногорск,2022-12-26T11:06:48+0300
3841,Руководитель группы развития продукта,300000.0,400000.0,RUR,Москва,2022-12-26T11:44:23+0300
3842,Редактор титров,,,,Москва,2022-12-26T11:38:19+0300
3843,Механик по ремонту ПВО,200000.0,200000.0,RUR,Оренбург,2022-12-26T11:03:33+0300
3844,Аналитик данных,,,,Ростов-на-Дону,2022-12-26T11:38:24+0300
3845,Главный механик,80000.0,,RUR,Балахна,2022-12-26T11:44:13+0300
3846,Координатор проекта,50000.0,,RUR,Воронеж,2022-12-26T11:29:34+0300
3847,Младший бизнес-аналитик,,,,Москва,2022-12-26T11:35:47+0300
3848,Бизнес-Аналитик в Департамент международных санкций,,,,Москва,2022-12-26T11:10:19+0300
3849,Менеджер сервисной службы,80000.0,80000.0,RUR,Москва,2022-12-26T11:21:45+0300
3850,Инженер поддержки продаж,60000.0,,RUR,Уфа,2022-12-26T11:12:53+0300
3851,Frontend разработчик,,,,Брянск,2022-12-26T11:08:23+0300
3852,Системный аналитик (аналитик торговых приложений),,,,Москва,2022-12-26T11:51:34+0300
3853,Оператор лазерного станка,65000.0,70000.0,RUR,Мытищи,2022-12-26T11:15:47+0300
3854,Разработчик по автоматизированному тестированию Python,,,,Москва,2022-12-26T11:35:28+0300
3855,Разработчик C# (middle+),150000.0,,RUR,Москва,2022-12-26T11:39:07+0300
3856,IT Project manager,,,,Москва,2022-12-26T11:14:05+0300
3857,Product manager,,,,Тбилиси,2022-12-26T11:59:50+0300
3858,QA Automation Engineer,,,,Курган,2022-12-26T11:59:10+0300
3859,Маркетолог-аналитик,,,,Бишкек,2022-12-26T11:26:26+0300
3860,Продакт-менеджер,120000.0,,RUR,Москва,2022-12-26T11:24:08+0300
3861,Менеджер по обслуживанию клиентов,,,,Москва,2022-12-26T11:34:38+0300
3862,Инженер-механик,,,,Липецк,2022-12-26T11:28:19+0300
3863,Аналитик ЦФТ по направлению Кредиты,,,,Омск,2022-12-26T11:26:17+0300
3864,"Middle+ / Senior Frontend разработчик (Vue, React)",,,,Москва,2022-12-26T11:31:19+0300
3865,QA engineer (mobile),170000.0,,RUR,Москва,2022-12-26T11:33:43+0300
3866,Специалист ТСО,50000.0,60000.0,RUR,Санкт-Петербург,2022-12-26T11:26:45+0300
3867,Программист 1С,,,,Москва,2022-12-26T11:50:57+0300
3868,Инженер (техническое сопровождение),80000.0,120000.0,RUR,Санкт-Петербург,2022-12-26T11:00:50+0300
3869,Системный администратор,50000.0,70000.0,RUR,Москва,2022-12-26T11:57:14+0300
3870,Оператор-наладчик станков с ЧПУ,85000.0,120000.0,RUR,Екатеринбург,2022-12-26T11:00:24+0300
3871,Механик БВР,92600.0,,RUR,Белово,2022-12-26T11:56:54+0300
3872,Начальник отдела обеспечения и логистики,450000.0,540000.0,KZT,Алматы,2022-12-26T11:34:39+0300
3873,Руководитель проекта (Улучшение бизнес-процессов),90000.0,,RUR,Набережные Челны,2022-12-26T11:31:31+0300
3874,Сервисный инженер,70000.0,,RUR,Мытищи,2022-12-26T11:08:21+0300
3875,Эксперт группы проверок и контроля ИБ,,,,Москва,2022-12-26T11:00:28+0300
3876,Middle Backend Developer,,,,Минск,2022-12-26T11:17:33+0300
3877,Бизнес-аналитик,50000.0,100000.0,RUR,Нижний Новгород,2022-12-26T11:22:58+0300
3878,"Корреспондент (Телеканал ""78"")",,,,Санкт-Петербург,2022-12-26T11:49:26+0300
3879,Аналитик ЦФТ по направлению Кредиты,,,,Екатеринбург,2022-12-26T11:26:17+0300
3880,Программист C/С++,,,,Санкт-Петербург,2022-12-26T11:19:32+0300
3881,Креативный дизайнер / Коммуникационный дизайнер,,,,Санкт-Петербург,2022-12-26T11:38:12+0300
3882,Аналитик ЦФТ по направлению Кредиты,,,,Уфа,2022-12-26T11:26:17+0300
3883,Middle Java Developer,,,,Минск,2022-12-26T11:59:32+0300
3884,DevOps Engineer,,,,Санкт-Петербург,2022-12-26T11:43:52+0300
3885,Технический директор,,,,Москва,2022-12-26T11:10:26+0300
3886,Программист 1С (начинающий),60000.0,80000.0,RUR,Нижний Новгород,2022-12-26T11:32:57+0300
3887,Станочник широкого профиля 5-6 разряда,80000.0,110000.0,RUR,Москва,2022-12-26T11:06:44+0300
3888,IOS разработчик,150000.0,300000.0,RUR,Томск,2022-12-26T11:19:33+0300
3889,Техник-наладчик,79500.0,,RUR,Зеленоград,2022-12-26T11:29:02+0300
3890,Middle python developer,,,,Брянск,2022-12-26T11:08:23+0300
3891,JavaScript developer (WEB приложения для CommuniGate Pro),,,,Москва,2022-12-26T11:00:47+0300
3892,Специалист технической поддержки,,,,Уфа,2022-12-26T11:53:50+0300
3893,Разработчик C#,120000.0,,RUR,Чебоксары,2022-12-26T11:11:09+0300
3894,Механик,54000.0,,RUR,Киров (Кировская область),2022-12-26T11:19:00+0300
3895,Системный администратор,100000.0,130000.0,RUR,Москва,2022-12-26T11:49:37+0300
3896,Системный администратор,55000.0,,RUR,Чехов,2022-12-26T11:03:09+0300
3897,Специалист технической поддержки,,,,Саратов,2022-12-26T11:53:50+0300
3898,Fullstack разработчик (Laravel+Vue),,,,Москва,2022-12-26T11:19:12+0300
3899,PHP-программист,,100000.0,RUR,Москва,2022-12-26T11:50:32+0300
3900,Дизайнер детской одежды,,,,Москва,2022-12-26T11:29:59+0300
3901,Специалист технической поддержки,,,,Ростов-на-Дону,2022-12-26T11:53:51+0300
3902,Менеджер по продажам рекламных услуг,50000.0,,RUR,Фрязино,2022-12-26T11:18:27+0300
3903,Системный администратор (сервера),100000.0,150000.0,RUR,Москва,2022-12-26T11:07:10+0300
3904,Инженер разработчик (схемотехник / электронщик),,,,Екатеринбург,2022-12-26T11:37:48+0300
3905,Монтажник / техник слаботочных систем (ИТСО),80000.0,,RUR,Москва,2022-12-26T11:39:48+0300
3906,Аналитик по компенсациям и льготам,120000.0,,RUR,Москва,2022-12-26T11:39:04+0300
3907,Продуктовый аналитик,,,,Москва,2022-12-26T11:38:25+0300
3908,Начальник отдела по информационной безопасности,,,,Ростов-на-Дону,2022-12-26T11:21:04+0300
3909,Системный аналитик,,,,Москва,2022-12-26T11:45:56+0300
3910,Дизайнер инфографики,,,,Москва,2022-12-26T11:07:32+0300
3911,Специалист по защите информации,60000.0,60000.0,RUR,Сургут,2022-12-26T11:12:04+0300
3912,Ведущий программист (С++),100000.0,,RUR,Воронеж,2022-12-26T11:49:31+0300
3913,Программист 1С,40000.0,,RUR,Барнаул,2022-12-26T11:32:15+0300
3914,Оператор фрезерного станка с чпу,60000.0,80000.0,RUR,Чехов,2022-12-26T11:17:17+0300
3915,Эксперт по сопровождению фронтальных систем и сервисов,,,,Самара,2022-12-26T11:20:10+0300
3916,Младший менеджер по бизнес-процессам,40000.0,40000.0,RUR,Санкт-Петербург,2022-12-26T11:26:06+0300
3917,Монтажник рекламного оборудования,65000.0,,RUR,Санкт-Петербург,2022-12-26T11:10:08+0300
3918,Монтажник радиоэлектронной аппаратуры (монтажник РЭА),55000.0,,RUR,Санкт-Петербург,2022-12-26T11:22:03+0300
3919,Middle / Senior Go developer,,,,Москва,2022-12-26T11:33:28+0300
3920,Системный аналитик,,,,Казань,2022-12-26T11:16:33+0300
3921,Технический специалист,40000.0,,RUR,Красноярск,2022-12-26T11:51:30+0300
3922,Руководитель отдела поддержки телекоммуникационных систем,,,,Самара,2022-12-26T11:39:28+0300
3923,Консультант 1С ЗУП,60000.0,70000.0,RUR,Калининград,2022-12-26T11:35:47+0300
3924,IT Service engineer,,,,Санкт-Петербург,2022-12-26T11:03:02+0300
3925,Project manager/Business Analyst,,,,Минск,2022-12-26T11:20:21+0300
3926,Руководитель первой линии технической поддержки,,50000.0,RUR,Симферополь,2022-12-26T11:34:59+0300
3927,Руководитель отдела IT/Руководитель отдела разработки 1С,,,,Москва,2022-12-26T11:30:00+0300
3928,Проектный менеджер (управление проектами),60000.0,120000.0,RUR,Магнитогорск,2022-12-26T11:11:33+0300
3929,DevOps-инженер,,,,Бишкек,2022-12-26T11:38:39+0300
3930,Менеджер процесса ТехноШтурм,,,,Санкт-Петербург,2022-12-26T11:50:41+0300
3931,Ведущий специалист отдела развития систем ДБО,,,,Севастополь,2022-12-26T11:59:42+0300
3932,Токарь,80000.0,100000.0,RUR,Пермь,2022-12-26T11:46:09+0300
3933,Front-end разработчик,180000.0,310000.0,RUR,Москва,2022-12-26T11:44:19+0300
3934,Руководитель отдела 1С,,,,Санкт-Петербург,2022-12-26T11:02:30+0300
3935,Системный администратор (Программист) Клинико-диагностического центра,60000.0,70000.0,RUR,Москва,2022-12-26T11:17:48+0300
3936,Главный механик,45000.0,60000.0,RUR,Заволжье,2022-12-26T11:10:21+0300
3937,Специалист сервисной службы,35000.0,70000.0,RUR,Орел,2022-12-26T11:48:23+0300
3938,Оператор токарного станка ЧПУ,60000.0,80000.0,RUR,Санкт-Петербург,2022-12-26T11:31:36+0300
3939,Редактор - райтер сайта iz.ru (лонгриды),,,,Москва,2022-12-26T11:31:19+0300
3940,Руководитель транспортного отдела,100000.0,150000.0,RUR,Новосибирск,2022-12-26T11:03:29+0300
3941,Специалист технической поддержки,,,,Москва,2022-12-26T11:49:27+0300
3942,IT-менеджер,35000.0,120000.0,RUR,Екатеринбург,2022-12-26T11:00:55+0300
3943,QA engineer of self-driving car,,,,Москва,2022-12-26T11:56:26+0300
3944,Начальник IT отдела,,60000.0,RUR,Челябинск,2022-12-26T11:11:21+0300
3945,Программист 1C,,,,Новосибирск,2022-12-26T11:52:34+0300
3946,Оператор технической поддержки,45000.0,,RUR,Чита,2022-12-26T11:43:10+0300
3947,Инженер по тестированию мобильных приложений,,,,Санкт-Петербург,2022-12-26T11:23:15+0300
3948,Программист,150000.0,150000.0,RUR,Москва,2022-12-26T11:06:29+0300
3949,Программист 1C (поддержка и обслуживание),60000.0,,RUR,Волгоград,2022-12-26T11:30:44+0300
3950,Главный специалист отдела мониторинга защиты АБС и баз данных управления защиты информации,,,,Алматы,2022-12-26T11:53:26+0300
3951,Помощник оператора станка с ЧПУ,27000.0,,RUR,Торжок,2022-12-26T11:00:43+0300
3952,Data analyst,,3000.0,USD,Москва,2022-12-26T11:32:16+0300
3953,Менеджер проекта по реализации меблировки,,,,Москва,2022-12-26T11:26:56+0300
3954,Python разработчик,100000.0,100000.0,RUR,Киров (Кировская область),2022-12-26T11:10:00+0300
3955,Специалист технической поддержки,35000.0,35000.0,RUR,Самара,2022-12-26T11:00:31+0300
3956,Аналитик ЦФТ по направлению Кредиты,,,,Иркутск,2022-12-26T11:26:17+0300
3957,DevOps-инженер,,,,Москва,2022-12-26T11:19:51+0300
3958,Редактор - райтер сайта Пятого канала,,,,Москва,2022-12-26T11:31:19+0300
3959,Программист 1С,,150000.0,RUR,Тольятти,2022-12-26T11:10:53+0300
3960,Ассистент группы поставок,,,,Москва,2022-12-26T11:00:55+0300
3961,Специалист службы поддержки пользователей (ITIL),,,,Москва,2022-12-26T11:18:55+0300
3962,Старший системный администратор,,115000.0,RUR,Санкт-Петербург,2022-12-26T11:39:45+0300
3963,Специалист по взысканию задолженности,60000.0,120000.0,RUR,Москва,2022-12-26T11:19:56+0300
3964,Шеф - редактор сайта Пятого канала,,,,Москва,2022-12-26T11:32:27+0300
3965,Руководитель проекта (медицинское оборудование),,,,Москва,2022-12-26T11:29:58+0300
3966,Специалист отдела технической поддержки,,,,Казань,2022-12-26T11:39:24+0300
3967,Начальник отделения (разработки электронных образовательных ресурсов),30000.0,35000.0,RUR,Химки,2022-12-26T11:35:45+0300
3968,Менеджер проекта,100000.0,,RUR,Москва,2022-12-26T11:59:52+0300
3969,Middle QA Engineer,,,,Санкт-Петербург,2022-12-26T11:49:49+0300
3970,Дизайнер-консультант,,80000.0,RUR,Москва,2022-12-26T11:47:42+0300
3971,Электромеханик по лифтам в аварийную службу (аварийный электромеханик по лифтам),75000.0,,RUR,Москва,2022-12-26T11:07:00+0300
3972,Senior\Lead QA,,,,Москва,2022-12-26T11:58:36+0300
3973,Инженер связи/Монтажник,45000.0,,RUR,Красноярск,2022-12-26T11:06:41+0300
3974,Инженер-программист,80000.0,150000.0,RUR,Москва,2022-12-26T11:07:01+0300
3975,Аналитик ЦФТ по направлению Кредиты,,,,Новосибирск,2022-12-26T11:26:17+0300
3976,Начальник отдела информационных технологий и информационной безопасности,60000.0,60000.0,RUR,Новосибирск,2022-12-26T11:05:42+0300
3977,Технический писатель (масштабный государственный проект),120000.0,180000.0,RUR,Москва,2022-12-26T11:11:44+0300
3978,Старший/Ведущий консультант 1С ТОиР (удаленно),,,,Санкт-Петербург,2022-12-26T11:50:55+0300
3979,Инженер-техник Слаботочных систем (Монтаж пожарного/охранного/видео оборудования),85000.0,,RUR,Новосибирск,2022-12-26T11:53:17+0300
3980,Механик БВР,92600.0,,RUR,Гурьевск (Кемеровская область),2022-12-26T11:56:35+0300
3981,Технический писатель,,,,Москва,2022-12-26T11:09:04+0300
3982,Главный специалист 2-й линии технической поддержки,,,,Хабаровск,2022-12-26T11:19:05+0300
3983,Маркетолог-аналитик,,,,Пенза,2022-12-26T11:26:51+0300
3984,Ведущий программист,,,,Москва,2022-12-26T11:46:11+0300
3985,Специалист техподдержки (IT отдел),30000.0,50000.0,RUR,Вологда,2022-12-26T11:03:00+0300
3986,IT-специалист,55000.0,,RUR,Хабаровск,2022-12-26T11:12:10+0300
3987,Middle Backend Developer (Java),,,,Минск,2022-12-26T11:17:26+0300
3988,Редактор - райтер сайта ren.tv,,,,Москва,2022-12-26T11:31:19+0300
3989,Техник по эксплуатации (вентиляция и кондиционирование),43000.0,,RUR,Москва,2022-12-26T11:35:50+0300
3990,Software Engineer (User Space Component),,,,Москва,2022-12-26T11:15:59+0300
3991,Программист-разработчик,,,,Санкт-Петербург,2022-12-26T11:47:59+0300
3992,Специалист по информационной безопасности,100000.0,,RUR,Новосибирск,2022-12-26T11:52:42+0300
3993,Разработчик RPA,,,,Москва,2022-12-26T11:55:39+0300
3994,Токарь-универсал,50000.0,105000.0,RUR,Уфа,2022-12-26T11:07:41+0300
3995,Web-дизайнер,,,,Москва,2022-12-26T11:26:05+0300
3996,Middle/Senior Golang Developer,,,,Москва,2022-12-26T11:00:06+0300
3997,Технический специалист в онлайн-школу (удаленно),30000.0,,RUR,Москва,2022-12-26T11:32:19+0300
3998,Инженер-программист АСУ ТП,90000.0,,RUR,Санкт-Петербург,2022-12-26T11:42:18+0300
3999,Аналитик,,,,Новосибирск,2022-12-26T11:45:32+0300
4000,Content QA Engineer,,,,Минск,2022-12-26T11:06:38+0300
4001,"Senior Frontend (JS, TypeScript, React) Developer",250000.0,350000.0,RUR,Москва,2022-12-26T11:27:50+0300
4002,Фрезеровщик,60000.0,100000.0,RUR,Санкт-Петербург,2022-12-26T11:49:41+0300
4003,Middle C# developer (прикладное программирование),150000.0,,RUR,Санкт-Петербург,2022-12-26T11:00:49+0300
4004,Ведущий менеджер по интернет-проектам,,,,Санкт-Петербург,2022-12-26T11:31:36+0300
4005,Ведущий прикладной администратор,,,,Москва,2022-12-26T11:18:58+0300
4006,Аналитик (хранилище данных),,,,Новосибирск,2022-12-26T11:45:26+0300
4007,Senior Application Security Engineer,,,,Москва,2022-12-26T11:11:25+0300
4008,Системный администратор,,,,Омск,2022-12-26T11:41:54+0300
4009,Специалист технической поддержки,53000.0,58000.0,RUR,Санкт-Петербург,2022-12-26T11:15:13+0300
4010,"Инженер по автоматизации тестирования (Java, удаленная работа)",,,,Москва,2022-12-26T11:37:27+0300
4011,Программист 1С (Junior),,,,Москва,2022-12-26T11:03:31+0300
4012,Компьютерный мастер / Ученик мастера по ремонту компьютеров и ноутбуков,100000.0,120000.0,RUR,Москва,2022-12-26T11:01:05+0300
4013,Механик по ремонту тракторов/Тракторист,80000.0,,RUR,Москва,2022-12-26T11:04:38+0300
4014,Менеджер проекта (руководитель/координатор отдела)/Супервайзер,60000.0,90000.0,RUR,Санкт-Петербург,2022-12-26T11:24:44+0300
4015,Инженер-электронщик/разработчик/конструктор,30000.0,75000.0,RUR,Екатеринбург,2022-12-26T11:56:17+0300
4016,Администратор проектов (VAS),,,,Королев,2022-12-26T11:42:04+0300
4017,Системный аналитик,,,,Москва,2022-12-26T11:47:39+0300
4018,Cтарший/ведущий консультант SAP MM/SD,,,,Москва,2022-12-26T11:49:41+0300
4019,Руководитель производственного отдела/Арт директор,40000.0,60000.0,RUR,Краснодар,2022-12-26T11:24:08+0300
4020,Программист 1С,,,,Воронеж,2022-12-26T11:42:39+0300
4021,Мастер по ремонту электрооборудования (Инженер-электронщик),75000.0,,RUR,Чехов,2022-12-26T11:01:44+0300
4022,Оператор станков с ЧПУ,50000.0,,RUR,Набережные Челны,2022-12-26T11:19:44+0300
4023,Руководитель направления/эксперт защиты автоматизированных систем,,,,Москва,2022-12-26T11:00:28+0300
4024,QA engineer (mobile),170000.0,,RUR,Санкт-Петербург,2022-12-26T11:33:43+0300
4025,Системный администратор Linux,,200000.0,RUR,Москва,2022-12-26T11:22:01+0300
4026,Менеджер по продажам САПР,70000.0,,RUR,Санкт-Петербург,2022-12-26T11:59:10+0300
4027,Главный аналитик по сопровождению КХД (2246),,,,Москва,2022-12-26T11:11:36+0300
4028,Консультант Oracle HCM,,,,Москва,2022-12-26T11:31:36+0300
4029,Аналитик бизнес-процессов,80000.0,100000.0,RUR,Новосибирск,2022-12-26T11:59:14+0300
4030,DevOps инженер,,,,Москва,2022-12-26T11:50:51+0300
4031,Android developer,,,,Москва,2022-12-26T11:17:32+0300
4032,Сетевой администратор,,,,Москва,2022-12-26T11:46:54+0300
4033,VFX / Visual Effects Artist,,,,Москва,2022-12-26T11:58:59+0300
4034,Механик по ремонту оборудования (холод)/Сервисный инженер,,110000.0,RUR,Москва,2022-12-26T11:07:53+0300
4035,Программист 1С,,,,Томск,2022-12-26T11:33:46+0300
4036,Техник по подключению,50000.0,,RUR,Челябинск,2022-12-26T11:27:30+0300
4037,Технический иллюстратор,,,,Москва,2022-12-26T11:07:19+0300
4038,Техник пивного оборудования,30000.0,55000.0,RUR,Севастополь,2022-12-26T11:01:49+0300
4039,Специалист по сопровождению и технической поддержке ПО,,,,Москва,2022-12-26T11:22:51+0300
4040,Руководитель проектов внедрения систем Умный дом,100000.0,150000.0,RUR,Москва,2022-12-26T11:45:35+0300
4041,Главный специалист фронт-офисных систем,,,,Самара,2022-12-26T11:19:56+0300
4042,Токарь,27000.0,,RUR,Верхняя Тура,2022-12-26T11:01:25+0300
4043,Сервисный инженер по ремонту спецтехники Caterpillar,,,,Сургут,2022-12-26T11:58:02+0300
4044,Оператор фрезерного станка с чпу,60000.0,80000.0,RUR,Подольск (Московская область),2022-12-26T11:17:17+0300
4045,Руководитель проектов,70000.0,,RUR,Санкт-Петербург,2022-12-26T11:23:13+0300
4046,C++ Developer (Software-Defined Storage),,,,Москва,2022-12-26T11:00:29+0300
4047,Главный специалист сопровождения пользователей,,,,Москва,2022-12-26T11:20:01+0300
4048,Наладчик ПЭТ выдува (Эструзионно-выдувного оборудования и термопласт автомат),80000.0,,RUR,Обнинск,2022-12-26T11:13:09+0300
4049,Аналитик ЦФТ по направлению Кредиты,,,,Краснодар,2022-12-26T11:26:17+0300
4050,DevOps-инженер,,350000.0,RUR,Москва,2022-12-26T11:22:23+0300
4051,Инженер по внедрению и сопровождению систем защиты информации,,,,Чебоксары,2022-12-26T11:11:09+0300
4052,Инженер-программист АСУ и КИП,,,,Москва,2022-12-26T11:09:30+0300
4053,Fullstack разработчик на PHP,,,,Москва,2022-12-26T11:37:42+0300
4054,Аналитик SOC,,,,Чебоксары,2022-12-26T11:11:10+0300
4055,Senior Frontend Разработчик,,,,Москва,2022-12-26T11:23:18+0300
4056,Менеджер проекта (IT),,,,Воронеж,2022-12-26T11:11:28+0300
4057,Frontend-developer (проект Вертикаль),140000.0,250000.0,RUR,Коломна,2022-12-26T11:59:10+0300
4058,Наладчик станков и манипуляторов с ПУ,80000.0,100000.0,RUR,Екатеринбург,2022-12-26T11:15:57+0300
4059,QA automation (R&D),,,,Казань,2022-12-26T11:19:07+0300
4060,Токарь,22320.0,25000.0,RUR,Кинель,2022-12-26T11:54:12+0300
4061,Администратор баз данных (DBA) PostgreSQL,,220000.0,RUR,Чита,2022-12-26T11:23:20+0300
4062,Product manager,100000.0,,RUR,Санкт-Петербург,2022-12-26T11:15:15+0300
4063,Специалист технической поддержки пользователей,,,,Петровск,2022-12-26T11:39:19+0300
4064,Системный администратор,80000.0,,RUR,Москва,2022-12-26T11:06:30+0300
4065,Android developer / Разработчик Андроид,,,,Москва,2022-12-26T11:54:44+0300
4066,Full-stack программист,,,,Санкт-Петербург,2022-12-26T11:21:31+0300
4067,Mobile QA Engineer (Android/IOS),,120000.0,RUR,Томск,2022-12-26T11:29:51+0300
4068,"Сервисный инженер на завод, электрические машины (двигатели и пр.) 65 лет на рынке",90000.0,150000.0,RUR,Москва,2022-12-26T11:12:08+0300
4069,Оператор обрабатывающего центра по дереву с ЧПУ (Фрезерный ЧПУ),38000.0,55000.0,RUR,Красноярск,2022-12-26T11:20:57+0300
4070,Оператор-наладчик станков с ЧПУ,85000.0,120000.0,RUR,Верхняя Пышма,2022-12-26T11:00:24+0300
4071,Системный администратор,40000.0,50000.0,RUR,Березовский (Свердловская область),2022-12-26T11:57:09+0300
4072,Бизнес-аналитик в отдел управленческой отчетности (Финансовый департамент),,,,Москва,2022-12-26T11:00:29+0300
4073,Разработчик ELMA,,250000.0,RUR,Москва,2022-12-26T11:07:28+0300
4074,Инженер по ремонту,45000.0,45000.0,RUR,Кинель,2022-12-26T11:53:20+0300
4075,Грантрайтер / Менеджер по грантам (работа из дома),,250000.0,RUR,Москва,2022-12-26T11:31:19+0300
4076,Инженер связи/Электромонтажник,60000.0,,RUR,Сургут,2022-12-26T11:08:18+0300
4077,Senior Системный аналитик,,,,Москва,2022-12-26T11:14:30+0300
4078,Главный специалист группы контроля предоставления прав доступа,,,,Санкт-Петербург,2022-12-26T11:00:29+0300
4079,Станочник широкого профиля,85000.0,100000.0,RUR,Мытищи,2022-12-26T11:45:06+0300
