,name,salary_from,salary_to,salary_currency,area_name,published_at
4080,Инженер по эксплуатации узлов связи,,60000.0,RUR,Казань,2022-12-26T11:21:22+0300
4081,Редактор,,,,Санкт-Петербург,2022-12-26T11:22:52+0300
4082,Флорист-дизайнер,,36000.0,RUR,Томск,2022-12-26T11:33:56+0300
4083,Оператор станков с ЧПУ,1600.0,,BYR,Минск,2022-12-26T11:51:28+0300
4084,Project-менеджер / проект-менеджер / менеджер проектов,35000.0,80000.0,RUR,Москва,2022-12-26T11:58:01+0300
4085,IT Manager,,,,Астана,2022-12-26T11:24:14+0300
4086,Middle UX-исследователь,,,,Москва,2022-12-26T11:56:26+0300
4087,Java-разработчик (Senior),,,,Санкт-Петербург,2022-12-26T11:57:02+0300
4088,PHP-разработчик,,,,Москва,2022-12-26T11:38:24+0300
4089,Senior Frontend Developer (React),,,,Москва,2022-12-26T11:56:26+0300
4090,Телемастер,80000.0,100000.0,RUR,Красноярск,2022-12-26T11:12:53+0300
4091,Станочник кромкооблицовочного станка с ЧПУ,70000.0,,RUR,Ногинск,2022-12-26T11:10:52+0300
4092,"Middle Python Developer в команду Data Catalog, платформа ML Space",,,,Санкт-Петербург,2022-12-26T11:00:15+0300
4093,Сетевой инженер Cisco,,,,Щелково,2022-12-26T11:16:36+0300
4094,Инженер по информационной безопасности,35000.0,,RUR,Воронеж,2022-12-26T11:43:57+0300
4095,Аналитик ЦФТ по направлению Кредиты,,,,Пермь,2022-12-26T11:26:17+0300
4096,Инженер - программист,55000.0,,RUR,Старый Оскол,2022-12-26T11:07:05+0300
4097,Project Manager (в маркетинге),,150000.0,RUR,Москва,2022-12-26T11:28:21+0300
4098,Ведущий Java-разработчик,,,,Москва,2022-12-26T11:44:54+0300
4099,Наладчик-оператор фрезерных станков с ЧПУ,70000.0,85000.0,RUR,Подольск (Московская область),2022-12-26T11:12:38+0300
4100,Python developer (SMS gateway development),1800.0,2000.0,EUR,Москва,2022-12-26T11:08:58+0300
4101,Сервисный инженер по редукторам,70000.0,80000.0,RUR,Санкт-Петербург,2022-12-26T11:37:17+0300
4102,Senior Frontend разработчик (React),,,,Москва,2022-12-26T11:27:24+0300
4103,Developer C++ (СХД),,,,Москва,2022-12-26T11:28:24+0300
4104,Наладчик-оператор фрезерных станков с ЧПУ,70000.0,85000.0,RUR,Чехов,2022-12-26T11:12:38+0300
4105,"Корреспондент в редакцию газеты ""Известия"" (Медиа)",,,,Москва,2022-12-26T11:49:26+0300
4106,Product manager / Менеджер продукта,,,,Москва,2022-12-26T11:47:43+0300
4107,Lead frontend,,,,Санкт-Петербург,2022-12-26T11:02:37+0300
4108,Программист 1С,,,,Краснодар,2022-12-26T11:42:39+0300
4109,Программист ERP,200000.0,,RUR,Москва,2022-12-26T11:32:17+0300
4110,Руководитель проекта по работе маркетплейсами / Руководитель отдела E-commerce / Проджект-менеджер,100000.0,500000.0,RUR,Москва,2022-12-26T11:59:15+0300
4111,Инженер по обслуживанию робототехники,42000.0,,RUR,Рязань,2022-12-26T11:29:58+0300
4112,Фрезеровщик,55000.0,,RUR,Воронеж,2022-12-26T11:06:53+0300
4113,PHP Developer,80000.0,200000.0,RUR,Севастополь,2022-12-26T11:22:12+0300
4114,Эксперт 3-й линии поддержки,,,,Москва,2022-12-26T11:19:30+0300
4115,Middle Python backend developer (ML Space AI Cloud),,,,Москва,2022-12-26T11:00:20+0300
4116,Корпоративный архитектор,,,,Москва,2022-12-26T11:35:05+0300
4117,Механик в боулинг,100000.0,100000.0,KZT,Алматы,2022-12-26T11:34:25+0300
4118,Программист C/С++,,,,Москва,2022-12-26T11:29:15+0300
4119,Специалист по сопровождению ПО в Отдел обеспечения безопасности информационных систем,,,,Минск,2022-12-26T11:08:34+0300
4120,Фрезеровщик,,,,Москва,2022-12-26T11:10:11+0300
4121,Your start in IT - QA Engineer Training to become a QA Intern,,,,Тбилиси,2022-12-26T11:32:23+0300
4122,Продавец-консультант по шторам (Дизайнер),50000.0,,RUR,Сургут,2022-12-26T11:10:19+0300
4123,Специалист по защите информации (КИИ),,,,Санкт-Петербург,2022-12-26T11:11:48+0300
4124,Специалист по администрированию баз данных (удаленно),,,,Москва,2022-12-26T11:47:54+0300
4125,Программист 1С,115000.0,,RUR,Екатеринбург,2022-12-26T11:01:24+0300
4126,Младший менеджер по бизнес-процессам,40000.0,40000.0,RUR,Ярославль,2022-12-26T11:26:06+0300
4127,Специалист технической поддержки,,45000.0,RUR,Оренбург,2022-12-26T11:29:21+0300
4128,ИТ Бизнес-партнер в e-commerce,,,,Москва,2022-12-26T11:30:03+0300
4129,Программист 1C,,,,Мытищи,2022-12-26T11:48:04+0300
4130,Главный системный аналитик,,230000.0,RUR,Москва,2022-12-26T11:22:47+0300
4131,Аналитик-разработчик,,,,Москва,2022-12-26T11:13:21+0300
4132,Аналитик ЦФТ по направлению Кредиты,,,,Пенза,2022-12-26T11:26:17+0300
4133,Junior инженер-разработчик СУИБ,,,,Санкт-Петербург,2022-12-26T11:00:49+0300
4134,Аналитик по количественным исследованиям,,,,Москва,2022-12-26T11:25:30+0300
4135,Системный администратор,60000.0,65000.0,RUR,Санкт-Петербург,2022-12-26T11:36:24+0300
4136,Программист Linux/С++,550000.0,,KZT,Алматы,2022-12-26T11:18:29+0300
4137,Аналитик с ЭДО,,,,Москва,2022-12-26T11:04:29+0300
4138,Web-дизайнер,,,,Санкт-Петербург,2022-12-26T11:26:05+0300
4139,Ведущий разработчик 1С ЗУП,,,,Москва,2022-12-26T11:13:14+0300
4140,Аналитик/Процессный методолог,,,,Москва,2022-12-26T11:08:23+0300
4141,Системный аналитик процесса регулярной отчётности,,,,Москва,2022-12-26T11:00:29+0300
4142,Бухгалтер - Консультант 1C,50000.0,80000.0,RUR,Уфа,2022-12-26T11:12:09+0300
4143,Аналитик,120000.0,,RUR,Москва,2022-12-26T11:15:35+0300
4144,Инженер по техническому обслуживанию и эксплуатации котельного оборудования,,,,Москва,2022-12-26T11:21:17+0300
4145,Дизайнер корпусной мебели,50000.0,,RUR,Кострома,2022-12-26T11:10:08+0300
4146,"Инженер / Ведущий инженер (сетевой) АО ""Концерн ""Автоматика""",60000.0,100000.0,RUR,Москва,2022-12-26T11:16:44+0300
4147,Токарь-расточник,30000.0,30000.0,RUR,Кинель,2022-12-26T11:53:08+0300
4148,Аналитик/Бизнес консультант,,,,Москва,2022-12-26T11:08:24+0300
4149,Системный администратор,80000.0,,RUR,Зеленоград,2022-12-26T11:31:00+0300
4150,Senior Backend developer,,,,Калуга,2022-12-26T11:08:23+0300
4151,Специалист личной поддержки Tele2 (Ростов-на-Дону),38000.0,46500.0,RUR,Ростов-на-Дону,2022-12-26T11:16:34+0300
4152,Аналитик товародвижения,,,,Москва,2022-12-26T11:23:11+0300
4153,Администратор CRM,,,,Москва,2022-12-26T11:10:26+0300
4154,HR аналитик,,,,Москва,2022-12-26T11:29:50+0300
4155,Программист,,,,Смоленск,2022-12-26T11:05:37+0300
4156,Оператор автоматических и полуавтоматических линий станков и установок,,,,Пермь,2022-12-26T11:41:53+0300
4157,Программист,150000.0,150000.0,RUR,Красногорск,2022-12-26T11:06:37+0300
4158,Backend Developer Go,,,,Москва,2022-12-26T11:54:44+0300
4159,Программист 1С ЗУП,,,,Москва,2022-12-26T11:57:07+0300
4160,Редактор - райтер сайта iz.ru,,,,Москва,2022-12-26T11:31:19+0300
4161,Senior .NET developer,,,,Москва,2022-12-26T11:14:21+0300
4162,Администратор АС СберИнвестор,,,,Москва,2022-12-26T11:14:30+0300
4163,Электромеханик по лифтам,40000.0,,RUR,Барнаул,2022-12-26T11:00:26+0300
4164,Электромеханик по лифтам,40000.0,,RUR,Барнаул,2022-12-26T11:00:26+0300
4165,Продуктовый аналитик,,,,Москва,2022-12-26T11:33:59+0300
4166,Сетевой инженер,,,,Москва,2022-12-26T11:22:01+0300
4167,Ведущий прикладной администратор,,,,Хабаровск,2022-12-26T11:19:34+0300
4168,Аналитик ЦФТ по направлению Кредиты,,,,Москва,2022-12-26T11:26:17+0300
4169,Руководитель IT проектов 1С / менеджер проектов 1С,,200000.0,RUR,Москва,2022-12-26T11:30:28+0300
4170,Художественный аниматор (Allods Team),,,,Турция,2022-12-26T11:15:35+0300
4171,Full Stack Developer (Senior),,,,Москва,2022-12-26T11:05:00+0300
4172,Арт-директор (г. Екатеринбург),,,,Москва,2022-12-26T11:05:41+0300
4173,Middle / Senior PHP developer (Laravel),,,,Москва,2022-12-26T11:33:25+0300
4174,Ведущий back-end разработчик (Node JS),240000.0,320000.0,RUR,Москва,2022-12-26T11:43:52+0300
4175,Программист 1C,50000.0,100000.0,RUR,Курск,2022-12-26T11:06:30+0300
4176,Middle/Senior Frontend Developer (React),,,,Санкт-Петербург,2022-12-26T11:00:49+0300
4177,Инженер по автоматизированному тестированию (поисково-аналитические системы),,,,Санкт-Петербург,2022-12-26T11:50:50+0300
4178,Старший технический писатель,,,,Москва,2022-12-26T11:24:09+0300
4179,Архитектор проектов цифровых решений,100000.0,,RUR,Пермь,2022-12-26T11:25:05+0300
4180,Руководитель направления развития программы лояльности,,,,Москва,2022-12-26T11:45:22+0300
